Repetition,Latitude,Longitude,Ground Truth,System Result,Final Result
3,51.65788678955656,-9.915063687665233,Inside,Inside,Correct
3,51.64279039601635,-9.914617578090057,Inside,Inside,Correct
3,51.649784514630596,-9.8970612275314,Inside,Inside,Correct
3,51.64769570647645,-9.918010373675084,Inside,Inside,Correct
3,51.65608225993973,-9.914853194177491,Inside,Inside,Correct
3,51.65046982692696,-9.907455598459961,Inside,Inside,Correct
3,51.648666935342376,-9.911851250695815,Inside,Inside,Correct
3,51.657736115843946,-9.910992358915383,Inside,Inside,Correct
3,51.65634361368812,-9.902136916816229,Inside,Inside,Correct
3,51.6510985626596,-9.910340949638812,Inside,Inside,Correct
3,51.653519181476476,-9.915363537775749,Inside,Inside,Correct
3,51.65132800892849,-9.910465152938418,Inside,Inside,Correct
3,51.64947748923059,-9.911167142914653,Inside,Inside,Correct
3,51.648136960703134,-9.91413233951389,Inside,Inside,Correct
3,51.647109804031864,-9.903795424409946,Inside,Inside,Correct
3,51.652615874118126,-9.915098188028098,Inside,Inside,Correct
3,51.651207208828325,-9.904143614174009,Inside,Inside,Correct
3,51.65295188282824,-9.900168548487203,Inside,Inside,Correct
3,51.65317698821939,-9.912800864787428,Inside,Inside,Correct
3,51.64701005570136,-9.902649183819996,Inside,Inside,Correct
3,51.65088777578722,-9.907145403993749,Inside,Inside,Correct
3,51.65356379115367,-9.905290747066829,Inside,Inside,Correct
3,51.6467343102555,-9.90644107500489,Inside,Inside,Correct
3,51.64680067176797,-9.921976385136734,Inside,Inside,Correct
3,51.64958670483264,-9.911230075672528,Inside,Inside,Correct
3,51.654928968937185,-9.904327369150188,Inside,Inside,Correct
3,51.64872843231238,-9.915137268444512,Inside,Inside,Correct
3,51.655597898205194,-9.910198471076907,Inside,Inside,Correct
3,51.64960548467215,-9.917993112827679,Inside,Inside,Correct
3,51.65057575232217,-9.901325297907139,Inside,Inside,Correct
3,51.65891397358995,-9.902263355607417,Outside,Outside,Correct
3,51.63996361477148,-9.924807828629794,Outside,Outside,Correct
3,51.639835154193136,-9.90281964394603,Outside,Outside,Correct
3,51.63527096676238,-9.922502928152536,Outside,Outside,Correct
3,51.63910134800345,-9.929314522417718,Outside,Outside,Correct
3,51.640759553806056,-9.891732227005216,Outside,Outside,Correct
3,51.64331522180293,-9.901636798770888,Outside,Outside,Correct
3,51.6525823195336,-9.89296398947026,Outside,Outside,Correct
3,51.6564166014149,-9.894887235268952,Outside,Outside,Correct
3,51.65699190361647,-9.929991650511631,Outside,Outside,Correct
3,51.6525297042305,-9.93717087122219,Outside,Outside,Correct
3,51.647047359539044,-9.931837522628944,Outside,Outside,Correct
3,51.66724054605275,-9.919304715327568,Outside,Outside,Correct
3,51.64577438246952,-9.936203154043817,Outside,Outside,Correct
3,51.65660137169702,-9.93698669820547,Outside,Outside,Correct
3,51.63588962296345,-9.919795160013553,Outside,Outside,Correct
3,51.65278561890104,-9.925843779227229,Outside,Outside,Correct
3,51.654562691869344,-9.892975198984761,Outside,Outside,Correct
3,51.64388300347747,-9.920177401911962,Outside,Outside,Correct
3,51.66586729385947,-9.906949229822104,Outside,Outside,Correct
3,51.65406099315999,-9.888804717157239,Outside,Outside,Correct
3,51.6617799306911,-9.90687661770741,Outside,Outside,Correct
3,51.64021064177254,-9.903529177259676,Outside,Outside,Correct
3,51.66048561479129,-9.926495160901213,Outside,Outside,Correct
3,51.649552764449275,-9.936847844795132,Outside,Outside,Correct
3,51.644491773735,-9.923133674153537,Outside,Outside,Correct
3,51.653014996147455,-9.882017266124745,Outside,Outside,Correct
3,51.64260814757046,-9.890471383172544,Outside,Outside,Correct
3,51.65981963777025,-9.892519318772925,Outside,Outside,Correct
3,51.665389941268444,-9.909021918245992,Outside,Outside,Correct
3,51.658473194896295,-9.902495151804844,Inside,Inside,Correct
3,51.64690499419796,-9.923542473222657,Outside,Outside,Correct
3,51.6599522897535,-9.908612842870811,Inside,Inside,Correct
3,51.6560178417016,-9.898596453579634,Inside,Inside,Correct
3,51.64647241376439,-9.898204451752258,Outside,Outside,Correct
3,51.65595193234772,-9.922833253747672,Inside,Inside,Correct
3,51.66004193179258,-9.910353327888588,Inside,Inside,Correct
3,51.64234041988137,-9.914285293497757,Outside,Outside,Correct
3,51.65177645071808,-9.896232551726476,Inside,Inside,Correct
3,51.65914319150867,-9.91700375033326,Inside,Inside,Correct
3,51.65975860362974,-9.907056076909527,Inside,Inside,Correct
3,51.66000141299781,-9.912092492949528,Inside,Inside,Correct
3,51.65417246831287,-9.924273568443592,Inside,Inside,Correct
3,51.654748346847924,-9.897466958468197,Inside,Inside,Correct
3,51.65925302994039,-9.90473519987241,Inside,Inside,Correct
3,51.64917173822801,-9.924854688768301,Outside,Outside,Correct
3,51.653652861110736,-9.896805190734735,Inside,Inside,Correct
3,51.64205779448809,-9.910657800856809,Outside,Outside,Correct
3,51.645115821412894,-9.921569844706749,Outside,Outside,Correct
3,51.64870546161425,-9.924673017695367,Outside,Outside,Correct
3,51.656991196702734,-9.92156273477248,Inside,Inside,Correct
3,51.65734929034069,-9.900333528486733,Inside,Inside,Correct
3,51.642963615868055,-9.917019705836031,Outside,Outside,Correct
3,51.65919319592137,-9.904525242798474,Inside,Inside,Correct
3,51.65214462408183,-9.925067112199216,Inside,Inside,Correct
3,51.659117136397505,-9.904270361602874,Inside,Inside,Correct
3,51.660013335011854,-9.909479840101861,Inside,Inside,Correct
3,51.660043277708056,-9.910889381161597,Inside,Inside,Correct
3,51.64308428566249,-9.91740489650924,Outside,Outside,Correct
3,51.660042139625304,-9.910368541471609,Inside,Inside,Correct
3,51.65105,-9.910680000000001,Inside,Inside,Correct
4,51.65072182213933,-9.91086434680491,Inside,Inside,Correct
4,51.64879811539282,-9.91002433691976,Inside,Inside,Correct
4,51.64805287363982,-9.90950815144722,Inside,Inside,Correct
4,51.65757538380104,-9.918838946562758,Inside,Inside,Correct
4,51.64858500040436,-9.897933203442117,Inside,Inside,Correct
4,51.655780114231064,-9.912363218522831,Inside,Inside,Correct
4,51.657800175276044,-9.908109431083414,Inside,Inside,Correct
4,51.65059776253993,-9.909009937914417,Inside,Inside,Correct
4,51.656422311499185,-9.910392465220701,Inside,Inside,Correct
4,51.64730239864313,-9.91852405359268,Inside,Inside,Correct
4,51.65093242424612,-9.910651325639472,Inside,Inside,Correct
4,51.64406589207429,-9.905986445428265,Inside,Inside,Correct
4,51.65049302608287,-9.91586550362086,Inside,Inside,Correct
4,51.64767509755229,-9.920088779120842,Inside,Inside,Correct
4,51.653732204392526,-9.912825346747189,Inside,Inside,Correct
4,51.64849879665336,-9.910976969340982,Inside,Inside,Correct
4,51.656466138474336,-9.91392536665064,Inside,Inside,Correct
4,51.651280882788974,-9.910097448011859,Inside,Inside,Correct
4,51.6496771096167,-9.922385927673501,Inside,Inside,Correct
4,51.65397091948602,-9.913567659570214,Inside,Inside,Correct
4,51.651046605617395,-9.903936699978454,Inside,Inside,Correct
4,51.65814223268965,-9.907584054952661,Inside,Inside,Correct
4,51.64980608863114,-9.915534332671431,Inside,Inside,Correct
4,51.64548083346219,-9.916775682291576,Inside,Inside,Correct
4,51.65719720797159,-9.908962166324125,Inside,Inside,Correct
4,51.65281702427601,-9.901924919962731,Inside,Inside,Correct
4,51.64736473067563,-9.902301853420392,Inside,Inside,Correct
4,51.65086092071406,-9.910242100034829,Inside,Inside,Correct
4,51.65394846303715,-9.90607868236806,Inside,Inside,Correct
4,51.64327069672317,-9.904976786482393,Inside,Inside,Correct
4,51.640086119537415,-9.897908176125279,Outside,Outside,Correct
4,51.665979039186745,-9.896792240828333,Outside,Outside,Correct
4,51.64400990346754,-9.936371826389745,Outside,Outside,Correct
4,51.650853766784714,-9.895491129825135,Outside,Outside,Correct
4,51.64752207751711,-9.890518488167432,Outside,Outside,Correct
4,51.666520371966136,-9.898219775660062,Outside,Outside,Correct
4,51.65657486421084,-9.934317962672631,Outside,Outside,Correct
4,51.64129184033752,-9.928970304102876,Outside,Outside,Correct
4,51.66398883168498,-9.903479689400207,Outside,Outside,Correct
4,51.664236244260564,-9.915542546656672,Outside,Outside,Correct
4,51.64304697169391,-9.89484229165333,Outside,Outside,Correct
4,51.64340589861858,-9.902392367866943,Outside,Outside,Correct
4,51.64244554117978,-9.918064779346203,Outside,Outside,Correct
4,51.66234125237429,-9.929032058597068,Outside,Outside,Correct
4,51.660161302335055,-9.92358494011343,Outside,Outside,Correct
4,51.66117726754486,-9.934019994725446,Outside,Outside,Correct
4,51.64146672293921,-9.920308123015909,Outside,Outside,Correct
4,51.653266164695935,-9.927144762389089,Outside,Outside,Correct
4,51.639680693139724,-9.903459544254778,Outside,Outside,Correct
4,51.641310578918926,-9.897234751153778,Outside,Outside,Correct
4,51.64722512471863,-9.930028150583436,Outside,Outside,Correct
4,51.65751243392201,-9.895931015438615,Outside,Outside,Correct
4,51.65295602044971,-9.925330409139274,Outside,Outside,Correct
4,51.66399300714513,-9.917229127652568,Outside,Outside,Correct
4,51.65344464476567,-9.929673320865186,Outside,Outside,Correct
4,51.660106059812435,-9.925498880393123,Outside,Outside,Correct
4,51.64130966413818,-9.91510791518864,Outside,Outside,Correct
4,51.65401273977796,-9.896684518799411,Outside,Outside,Correct
4,51.643378500996235,-9.889606355086363,Outside,Outside,Correct
4,51.64211614829868,-9.932250323431937,Outside,Outside,Correct
4,51.65532407421129,-9.923433988006478,Inside,Inside,Correct
4,51.653696661681266,-9.924533276407251,Inside,Inside,Correct
4,51.65685995668857,-9.921745236059245,Inside,Inside,Correct
4,51.65826614281611,-9.902027570352677,Inside,Inside,Correct
4,51.642398311306785,-9.914630860597962,Outside,Outside,Correct
4,51.65083735792522,-9.896189406331956,Outside,Outside,Correct
4,51.65979708259121,-9.914054642221963,Inside,Inside,Correct
4,51.657906077565755,-9.920062161448293,Inside,Inside,Correct
4,51.64370697988775,-9.902313975068834,Outside,Outside,Correct
4,51.65977552267653,-9.907163372536047,Inside,Inside,Correct
4,51.64759670674618,-9.897297180587636,Outside,Outside,Correct
4,51.64259187297928,-9.91560070619135,Outside,Outside,Correct
4,51.657925656073125,-9.920024874218775,Inside,Inside,Correct
4,51.64572601600251,-9.92236063211027,Outside,Outside,Correct
4,51.651122880385,-9.925174221240447,Inside,Inside,Correct
4,51.645545327351115,-9.899219042538393,Outside,Outside,Correct
4,51.65702647877225,-9.89984755698253,Inside,Inside,Correct
4,51.6599914074202,-9.909111515459513,Inside,Inside,Correct
4,51.655447033216184,-9.92332496797024,Inside,Inside,Correct
4,51.64816967553519,-9.924410614045456,Outside,Outside,Correct
4,51.65273380594253,-9.924918666969507,Inside,Inside,Correct
4,51.64535663955172,-9.921898904623554,Outside,Outside,Correct
4,51.64866391148862,-9.924654753345571,Outside,Outside,Correct
4,51.65916462232417,-9.904427989894334,Inside,Inside,Correct
4,51.642091599925614,-9.909424205364195,Outside,Outside,Correct
4,51.65976971794144,-9.914233828038363,Inside,Inside,Correct
4,51.64301968946859,-9.904157749665176,Outside,Outside,Correct
4,51.64585252893593,-9.922507747479047,Outside,Outside,Correct
4,51.65771006922286,-9.900938032073244,Inside,Inside,Correct
4,51.64320966491369,-9.903582615979142,Outside,Outside,Correct
4,51.65105,-9.910680000000001,Inside,Inside,Correct
5,51.653607986696244,-9.913065572040667,Inside,Inside,Correct
5,51.65794167609467,-9.909689424814673,Inside,Inside,Correct
5,51.649646002709325,-9.90882071830255,Inside,Inside,Correct
5,51.65114938266848,-9.908998122424629,Inside,Inside,Correct
5,51.65070899595804,-9.911580269278383,Inside,Inside,Correct
5,51.65092409969103,-9.911089725936947,Inside,Inside,Correct
5,51.64698489004978,-9.91207740895599,Inside,Inside,Correct
5,51.64424230335,-9.909913879139124,Inside,Inside,Correct
5,51.64927396484091,-9.9157826020059,Inside,Inside,Correct
5,51.6515157093233,-9.915559258033491,Inside,Inside,Correct
5,51.653400136567896,-9.905182440933476,Inside,Inside,Correct
5,51.657747926634855,-9.903210501001142,Inside,Inside,Correct
5,51.65199686921572,-9.911643106808551,Inside,Inside,Correct
5,51.652178613907395,-9.924814418746767,Inside,Inside,Correct
5,51.64766741528691,-9.90616034709581,Inside,Inside,Correct
5,51.64576949660889,-9.920410057682815,Inside,Inside,Correct
5,51.658013483010386,-9.909136796507006,Inside,Inside,Correct
5,51.650258247455234,-9.907388110942538,Inside,Inside,Correct
5,51.65350963820505,-9.91653102581403,Inside,Inside,Correct
5,51.650391062813064,-9.906373035087492,Inside,Inside,Correct
5,51.64570245180321,-9.900422734269638,Inside,Inside,Correct
5,51.6492292648327,-9.910422792250188,Inside,Inside,Correct
5,51.64904604395842,-9.918605132745371,Inside,Inside,Correct
5,51.64970318946576,-9.909576844347596,Inside,Inside,Correct
5,51.648325423891315,-9.916783751620446,Inside,Inside,Correct
5,51.64686416199904,-9.908264450600218,Inside,Inside,Correct
5,51.64974383435504,-9.920434067864171,Inside,Inside,Correct
5,51.65429117918562,-9.916687821130852,Inside,Inside,Correct
5,51.64562492971494,-9.913609698419762,Inside,Inside,Correct
5,51.65334068044277,-9.906904065480422,Inside,Inside,Correct
5,51.65448219663553,-9.892490455390538,Outside,Outside,Correct
5,51.645604691130075,-9.934937170181833,Outside,Outside,Correct
5,51.65327166576947,-9.895091772080718,Outside,Outside,Correct
5,51.65746444802558,-9.926297932938775,Outside,Outside,Correct
5,51.64230931180823,-9.916786338709125,Outside,Outside,Correct
5,51.66650091144189,-9.92187620156525,Outside,Outside,Correct
5,51.65469838846908,-9.936845955939555,Outside,Outside,Correct
5,51.6503132486523,-9.934437977425604,Outside,Outside,Correct
5,51.63900386645052,-9.915728450669738,Outside,Outside,Correct
5,51.66119663642072,-9.920680707605726,Outside,Outside,Correct
5,51.64354159518329,-9.92184566763484,Outside,Outside,Correct
5,51.66416332227523,-9.915767887364089,Outside,Outside,Correct
5,51.650894107616,-9.889236008372013,Outside,Outside,Correct
5,51.644121757297256,-9.929589245767284,Outside,Outside,Correct
5,51.64279841960802,-9.927680442508297,Outside,Outside,Correct
5,51.63727145184055,-9.913958528109449,Outside,Outside,Correct
5,51.658239707393214,-9.895485583706702,Outside,Outside,Correct
5,51.65594972016364,-9.891421701696586,Outside,Outside,Correct
5,51.64209349381544,-9.899025831349272,Outside,Outside,Correct
5,51.64320076178716,-9.924271530118535,Outside,Outside,Correct
5,51.64374553864343,-9.897868587565522,Outside,Outside,Correct
5,51.63815297596716,-9.91432522252312,Outside,Outside,Correct
5,51.63872543892518,-9.916516783878102,Outside,Outside,Correct
5,51.65938523174869,-9.896365864657952,Outside,Outside,Correct
5,51.65349655287676,-9.932969166629357,Outside,Outside,Correct
5,51.657464677544894,-9.894675986602477,Outside,Outside,Correct
5,51.65332586976749,-9.891818514907103,Outside,Outside,Correct
5,51.642723566142,-9.891080645846246,Outside,Outside,Correct
5,51.64322760401316,-9.91895551323478,Outside,Outside,Correct
5,51.64342437720651,-9.899882172627274,Outside,Outside,Correct
5,51.654150265541105,-9.897073241029421,Inside,Inside,Correct
5,51.64230189356675,-9.907325780970488,Outside,Outside,Correct
5,51.65646606426439,-9.899107446787575,Inside,Inside,Correct
5,51.64560959859018,-9.922220417431308,Outside,Outside,Correct
5,51.65904604665183,-9.904043022532568,Inside,Inside,Correct
5,51.64765974058205,-9.897255367313365,Outside,Outside,Correct
5,51.646165599608466,-9.898510512419245,Outside,Outside,Correct
5,51.64207874239104,-9.909691008292072,Outside,Outside,Correct
5,51.64208495919013,-9.911805964455962,Outside,Outside,Correct
5,51.65977441153354,-9.914203780717035,Inside,Inside,Correct
5,51.6584279911178,-9.902389671844455,Inside,Inside,Correct
5,51.64574728642982,-9.898974255919047,Outside,Outside,Correct
5,51.644678791490456,-9.900451777901447,Outside,Outside,Correct
5,51.64365948910021,-9.902423335784041,Outside,Outside,Correct
5,51.653308262344076,-9.92471068174563,Inside,Inside,Correct
5,51.65782749114585,-9.920209309828861,Inside,Inside,Correct
5,51.645920398535964,-9.898775518923863,Outside,Outside,Correct
5,51.659547237480275,-9.915431718303575,Inside,Inside,Correct
5,51.645138394655504,-9.899758303624823,Outside,Outside,Correct
5,51.659944558801214,-9.912831861019676,Inside,Inside,Correct
5,51.64386061961159,-9.901974187230497,Outside,Outside,Correct
5,51.64792260924709,-9.924269433977198,Outside,Outside,Correct
5,51.654356377197004,-9.924160161422922,Inside,Inside,Correct
5,51.643100562856944,-9.903905248353713,Outside,Outside,Correct
5,51.658017882381195,-9.901514271356843,Inside,Inside,Correct
